type,id,source,instantTicketingRequired,nonHomogeneous,oneWay,lastTicketingDate,numberOfBookableSeats,itineraries,price,pricingOptions,validatingAirlineCodes,travelerPricings
flight-offer,26,GDS,False,False,False,2022-05-05,9,"[{'duration': 'PT18H9M', 'segments': [{'departure': {'iataCode': 'BOS', 'terminal': 'B', 'at': '2022-07-01T06:00:00'}, 'arrival': {'iataCode': 'EWR', 'terminal': 'C', 'at': '2022-07-01T07:23:00'}, 'carrierCode': 'UA', 'number': '601', 'aircraft': {'code': '739'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT1H23M', 'id': '27', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'EWR', 'terminal': 'C', 'at': '2022-07-01T20:59:00'}, 'arrival': {'iataCode': 'MSP', 'terminal': '1', 'at': '2022-07-01T23:09:00'}, 'carrierCode': 'UA', 'number': '2183', 'aircraft': {'code': '73G'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT3H10M', 'id': '28', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '186.88', 'base': '148.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '186.88'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['UA'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '186.88', 'base': '148.00'}, 'fareDetailsBySegment': [{'segmentId': '27', 'cabin': 'ECONOMY', 'fareBasis': 'GAA2JHDN', 'brandedFare': 'ECONOMY', 'class': 'G', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '28', 'cabin': 'ECONOMY', 'fareBasis': 'KAA2PHDN', 'brandedFare': 'ECONOMY', 'class': 'K', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,27,GDS,False,False,False,2022-05-05,3,"[{'duration': 'PT11H', 'segments': [{'departure': {'iataCode': 'BOS', 'terminal': 'B', 'at': '2022-07-01T07:00:00'}, 'arrival': {'iataCode': 'EWR', 'terminal': 'C', 'at': '2022-07-01T08:24:00'}, 'carrierCode': 'UA', 'number': '570', 'aircraft': {'code': '73G'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT1H24M', 'id': '7', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'EWR', 'terminal': 'C', 'at': '2022-07-01T14:58:00'}, 'arrival': {'iataCode': 'MSP', 'terminal': '1', 'at': '2022-07-01T17:00:00'}, 'carrierCode': 'UA', 'number': '3436', 'aircraft': {'code': 'E70'}, 'duration': 'PT3H2M', 'id': '8', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '186.88', 'base': '148.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '186.88'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['UA'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '186.88', 'base': '148.00'}, 'fareDetailsBySegment': [{'segmentId': '7', 'cabin': 'ECONOMY', 'fareBasis': 'GAA2JHDN', 'brandedFare': 'ECONOMY', 'class': 'G', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '8', 'cabin': 'ECONOMY', 'fareBasis': 'KAA2PHDN', 'brandedFare': 'ECONOMY', 'class': 'K', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,28,GDS,False,False,False,2022-05-05,3,"[{'duration': 'PT14H32M', 'segments': [{'departure': {'iataCode': 'BOS', 'terminal': 'B', 'at': '2022-07-01T07:00:00'}, 'arrival': {'iataCode': 'EWR', 'terminal': 'C', 'at': '2022-07-01T08:24:00'}, 'carrierCode': 'UA', 'number': '570', 'aircraft': {'code': '73G'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT1H24M', 'id': '107', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'EWR', 'terminal': 'C', 'at': '2022-07-01T18:30:00'}, 'arrival': {'iataCode': 'MSP', 'terminal': '1', 'at': '2022-07-01T20:32:00'}, 'carrierCode': 'UA', 'number': '3577', 'aircraft': {'code': 'E70'}, 'duration': 'PT3H2M', 'id': '108', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '186.88', 'base': '148.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '186.88'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['UA'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '186.88', 'base': '148.00'}, 'fareDetailsBySegment': [{'segmentId': '107', 'cabin': 'ECONOMY', 'fareBasis': 'GAA2JHDN', 'brandedFare': 'ECONOMY', 'class': 'G', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '108', 'cabin': 'ECONOMY', 'fareBasis': 'KAA2PHDN', 'brandedFare': 'ECONOMY', 'class': 'K', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,29,GDS,False,False,False,2022-05-05,3,"[{'duration': 'PT17H9M', 'segments': [{'departure': {'iataCode': 'BOS', 'terminal': 'B', 'at': '2022-07-01T07:00:00'}, 'arrival': {'iataCode': 'EWR', 'terminal': 'C', 'at': '2022-07-01T08:24:00'}, 'carrierCode': 'UA', 'number': '570', 'aircraft': {'code': '73G'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT1H24M', 'id': '25', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'EWR', 'terminal': 'C', 'at': '2022-07-01T20:59:00'}, 'arrival': {'iataCode': 'MSP', 'terminal': '1', 'at': '2022-07-01T23:09:00'}, 'carrierCode': 'UA', 'number': '2183', 'aircraft': {'code': '73G'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT3H10M', 'id': '26', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '186.88', 'base': '148.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '186.88'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['UA'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '186.88', 'base': '148.00'}, 'fareDetailsBySegment': [{'segmentId': '25', 'cabin': 'ECONOMY', 'fareBasis': 'GAA2JHDN', 'brandedFare': 'ECONOMY', 'class': 'G', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '26', 'cabin': 'ECONOMY', 'fareBasis': 'KAA2PHDN', 'brandedFare': 'ECONOMY', 'class': 'K', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,30,GDS,False,False,False,2022-05-05,3,"[{'duration': 'PT16H50M', 'segments': [{'departure': {'iataCode': 'BOS', 'terminal': 'A', 'at': '2022-07-01T18:10:00'}, 'arrival': {'iataCode': 'EWR', 'terminal': 'B', 'at': '2022-07-01T19:41:00'}, 'carrierCode': 'DL', 'number': '5816', 'aircraft': {'code': 'E75'}, 'duration': 'PT1H31M', 'id': '143', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'EWR', 'terminal': 'B', 'at': '2022-07-02T08:00:00'}, 'arrival': {'iataCode': 'MSP', 'terminal': '1', 'at': '2022-07-02T10:00:00'}, 'carrierCode': 'DL', 'number': '1594', 'aircraft': {'code': '319'}, 'operating': {'carrierCode': 'DL'}, 'duration': 'PT3H', 'id': '144', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '196.56', 'base': '157.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '196.56'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['DL'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '196.56', 'base': '157.00'}, 'fareDetailsBySegment': [{'segmentId': '143', 'cabin': 'ECONOMY', 'fareBasis': 'VAVNA0BC', 'brandedFare': 'BASICECON', 'class': 'E', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '144', 'cabin': 'ECONOMY', 'fareBasis': 'XAVNA0BQ', 'brandedFare': 'BASICECON', 'class': 'E', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,31,GDS,False,False,False,2022-05-05,3,"[{'duration': 'PT20H59M', 'segments': [{'departure': {'iataCode': 'BOS', 'terminal': 'A', 'at': '2022-07-01T18:10:00'}, 'arrival': {'iataCode': 'EWR', 'terminal': 'B', 'at': '2022-07-01T19:41:00'}, 'carrierCode': 'DL', 'number': '5816', 'aircraft': {'code': 'E75'}, 'duration': 'PT1H31M', 'id': '173', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'EWR', 'terminal': 'B', 'at': '2022-07-02T12:20:00'}, 'arrival': {'iataCode': 'MSP', 'terminal': '1', 'at': '2022-07-02T14:09:00'}, 'carrierCode': 'DL', 'number': '803', 'aircraft': {'code': '319'}, 'operating': {'carrierCode': 'DL'}, 'duration': 'PT2H49M', 'id': '174', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '196.56', 'base': '157.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '196.56'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['DL'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '196.56', 'base': '157.00'}, 'fareDetailsBySegment': [{'segmentId': '173', 'cabin': 'ECONOMY', 'fareBasis': 'VAVNA0BC', 'brandedFare': 'BASICECON', 'class': 'E', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '174', 'cabin': 'ECONOMY', 'fareBasis': 'XAVNA0BQ', 'brandedFare': 'BASICECON', 'class': 'E', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,32,GDS,False,False,False,2022-05-05,3,"[{'duration': 'PT21H15M', 'segments': [{'departure': {'iataCode': 'BOS', 'terminal': 'A', 'at': '2022-07-01T13:45:00'}, 'arrival': {'iataCode': 'EWR', 'terminal': 'B', 'at': '2022-07-01T15:15:00'}, 'carrierCode': 'DL', 'number': '5846', 'aircraft': {'code': 'E75'}, 'duration': 'PT1H30M', 'id': '46', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'EWR', 'terminal': 'B', 'at': '2022-07-02T08:00:00'}, 'arrival': {'iataCode': 'MSP', 'terminal': '1', 'at': '2022-07-02T10:00:00'}, 'carrierCode': 'DL', 'number': '1594', 'aircraft': {'code': '319'}, 'operating': {'carrierCode': 'DL'}, 'duration': 'PT3H', 'id': '47', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '196.56', 'base': '157.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '196.56'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['DL'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '196.56', 'base': '157.00'}, 'fareDetailsBySegment': [{'segmentId': '46', 'cabin': 'ECONOMY', 'fareBasis': 'VAVNA0BC', 'brandedFare': 'BASICECON', 'class': 'E', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '47', 'cabin': 'ECONOMY', 'fareBasis': 'XAVNA0BQ', 'brandedFare': 'BASICECON', 'class': 'E', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,33,GDS,False,False,False,2022-05-05,3,"[{'duration': 'PT23H43M', 'segments': [{'departure': {'iataCode': 'BOS', 'terminal': 'A', 'at': '2022-07-01T18:10:00'}, 'arrival': {'iataCode': 'EWR', 'terminal': 'B', 'at': '2022-07-01T19:41:00'}, 'carrierCode': 'DL', 'number': '5816', 'aircraft': {'code': 'E75'}, 'duration': 'PT1H31M', 'id': '135', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'EWR', 'terminal': 'B', 'at': '2022-07-02T15:00:00'}, 'arrival': {'iataCode': 'MSP', 'terminal': '1', 'at': '2022-07-02T16:53:00'}, 'carrierCode': 'DL', 'number': '2303', 'aircraft': {'code': '319'}, 'operating': {'carrierCode': 'DL'}, 'duration': 'PT2H53M', 'id': '136', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '196.56', 'base': '157.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '196.56'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['DL'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '196.56', 'base': '157.00'}, 'fareDetailsBySegment': [{'segmentId': '135', 'cabin': 'ECONOMY', 'fareBasis': 'VAVNA0BC', 'brandedFare': 'BASICECON', 'class': 'E', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '136', 'cabin': 'ECONOMY', 'fareBasis': 'XAVNA0BQ', 'brandedFare': 'BASICECON', 'class': 'E', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,34,GDS,False,False,False,2022-05-05,3,"[{'duration': 'PT8H44M', 'segments': [{'departure': {'iataCode': 'BOS', 'terminal': 'A', 'at': '2022-07-01T06:25:00'}, 'arrival': {'iataCode': 'EWR', 'terminal': 'B', 'at': '2022-07-01T07:57:00'}, 'carrierCode': 'DL', 'number': '5807', 'aircraft': {'code': 'E75'}, 'duration': 'PT1H32M', 'id': '139', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'EWR', 'terminal': 'B', 'at': '2022-07-01T12:20:00'}, 'arrival': {'iataCode': 'MSP', 'terminal': '1', 'at': '2022-07-01T14:09:00'}, 'carrierCode': 'DL', 'number': '803', 'aircraft': {'code': '319'}, 'operating': {'carrierCode': 'DL'}, 'duration': 'PT2H49M', 'id': '140', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '206.23', 'base': '166.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '206.23'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['DL'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '206.23', 'base': '166.00'}, 'fareDetailsBySegment': [{'segmentId': '139', 'cabin': 'ECONOMY', 'fareBasis': 'VAVNA0BC', 'brandedFare': 'BASICECON', 'class': 'E', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '140', 'cabin': 'ECONOMY', 'fareBasis': 'XAVNA0BQ', 'brandedFare': 'BASICECON', 'class': 'E', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,35,GDS,False,False,False,2022-05-05,3,"[{'duration': 'PT11H28M', 'segments': [{'departure': {'iataCode': 'BOS', 'terminal': 'A', 'at': '2022-07-01T06:25:00'}, 'arrival': {'iataCode': 'EWR', 'terminal': 'B', 'at': '2022-07-01T07:57:00'}, 'carrierCode': 'DL', 'number': '5807', 'aircraft': {'code': 'E75'}, 'duration': 'PT1H32M', 'id': '101', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'EWR', 'terminal': 'B', 'at': '2022-07-01T15:00:00'}, 'arrival': {'iataCode': 'MSP', 'terminal': '1', 'at': '2022-07-01T16:53:00'}, 'carrierCode': 'DL', 'number': '2303', 'aircraft': {'code': '319'}, 'operating': {'carrierCode': 'DL'}, 'duration': 'PT2H53M', 'id': '102', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '206.23', 'base': '166.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '206.23'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['DL'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '206.23', 'base': '166.00'}, 'fareDetailsBySegment': [{'segmentId': '101', 'cabin': 'ECONOMY', 'fareBasis': 'VAVNA0BC', 'brandedFare': 'BASICECON', 'class': 'E', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '102', 'cabin': 'ECONOMY', 'fareBasis': 'XAVNA0BQ', 'brandedFare': 'BASICECON', 'class': 'E', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,36,GDS,False,False,False,2022-05-05,3,"[{'duration': 'PT14H19M', 'segments': [{'departure': {'iataCode': 'BOS', 'terminal': 'A', 'at': '2022-07-01T06:25:00'}, 'arrival': {'iataCode': 'EWR', 'terminal': 'B', 'at': '2022-07-01T07:57:00'}, 'carrierCode': 'DL', 'number': '5807', 'aircraft': {'code': 'E75'}, 'duration': 'PT1H32M', 'id': '66', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'EWR', 'terminal': 'B', 'at': '2022-07-01T17:40:00'}, 'arrival': {'iataCode': 'MSP', 'terminal': '1', 'at': '2022-07-01T19:44:00'}, 'carrierCode': 'DL', 'number': '1391', 'aircraft': {'code': '319'}, 'operating': {'carrierCode': 'DL'}, 'duration': 'PT3H4M', 'id': '67', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '206.23', 'base': '166.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '206.23'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['DL'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '206.23', 'base': '166.00'}, 'fareDetailsBySegment': [{'segmentId': '66', 'cabin': 'ECONOMY', 'fareBasis': 'VAVNA0BC', 'brandedFare': 'BASICECON', 'class': 'E', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '67', 'cabin': 'ECONOMY', 'fareBasis': 'XAVNA0BQ', 'brandedFare': 'BASICECON', 'class': 'E', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,37,GDS,False,False,False,2022-05-05,1,"[{'duration': 'PT9H37M', 'segments': [{'departure': {'iataCode': 'BOS', 'terminal': 'B', 'at': '2022-07-01T11:55:00'}, 'arrival': {'iataCode': 'EWR', 'terminal': 'C', 'at': '2022-07-01T13:26:00'}, 'carrierCode': 'UA', 'number': '254', 'aircraft': {'code': '738'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT1H31M', 'id': '125', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'EWR', 'terminal': 'C', 'at': '2022-07-01T18:30:00'}, 'arrival': {'iataCode': 'MSP', 'terminal': '1', 'at': '2022-07-01T20:32:00'}, 'carrierCode': 'UA', 'number': '3577', 'aircraft': {'code': 'E70'}, 'duration': 'PT3H2M', 'id': '126', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '215.91', 'base': '175.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '215.91'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['UA'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '215.91', 'base': '175.00'}, 'fareDetailsBySegment': [{'segmentId': '125', 'cabin': 'ECONOMY', 'fareBasis': 'LAA7JHDN', 'brandedFare': 'ECONOMY', 'class': 'L', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '126', 'cabin': 'ECONOMY', 'fareBasis': 'KAA2PHDN', 'brandedFare': 'ECONOMY', 'class': 'K', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,38,GDS,False,False,False,2022-05-05,1,"[{'duration': 'PT12H14M', 'segments': [{'departure': {'iataCode': 'BOS', 'terminal': 'B', 'at': '2022-07-01T11:55:00'}, 'arrival': {'iataCode': 'EWR', 'terminal': 'C', 'at': '2022-07-01T13:26:00'}, 'carrierCode': 'UA', 'number': '254', 'aircraft': {'code': '738'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT1H31M', 'id': '42', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'EWR', 'terminal': 'C', 'at': '2022-07-01T20:59:00'}, 'arrival': {'iataCode': 'MSP', 'terminal': '1', 'at': '2022-07-01T23:09:00'}, 'carrierCode': 'UA', 'number': '2183', 'aircraft': {'code': '73G'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT3H10M', 'id': '43', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '215.91', 'base': '175.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '215.91'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['UA'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '215.91', 'base': '175.00'}, 'fareDetailsBySegment': [{'segmentId': '42', 'cabin': 'ECONOMY', 'fareBasis': 'LAA7JHDN', 'brandedFare': 'ECONOMY', 'class': 'L', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '43', 'cabin': 'ECONOMY', 'fareBasis': 'KAA2PHDN', 'brandedFare': 'ECONOMY', 'class': 'K', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,39,GDS,False,False,False,2022-05-05,1,"[{'duration': 'PT21H32M', 'segments': [{'departure': {'iataCode': 'BOS', 'terminal': 'B', 'at': '2022-07-01T11:55:00'}, 'arrival': {'iataCode': 'EWR', 'terminal': 'C', 'at': '2022-07-01T13:26:00'}, 'carrierCode': 'UA', 'number': '254', 'aircraft': {'code': '738'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT1H31M', 'id': '113', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'EWR', 'terminal': 'C', 'at': '2022-07-02T06:30:00'}, 'arrival': {'iataCode': 'MSP', 'terminal': '1', 'at': '2022-07-02T08:27:00'}, 'carrierCode': 'UA', 'number': '2190', 'aircraft': {'code': '319'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT2H57M', 'id': '114', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '215.91', 'base': '175.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '215.91'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['UA'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '215.91', 'base': '175.00'}, 'fareDetailsBySegment': [{'segmentId': '113', 'cabin': 'ECONOMY', 'fareBasis': 'LAA7JHDN', 'brandedFare': 'ECONOMY', 'class': 'L', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '114', 'cabin': 'ECONOMY', 'fareBasis': 'KAA2PHDN', 'brandedFare': 'ECONOMY', 'class': 'K', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,40,GDS,False,False,False,2022-05-05,9,"[{'duration': 'PT15H41M', 'segments': [{'departure': {'iataCode': 'BOS', 'terminal': 'B', 'at': '2022-07-01T19:35:00'}, 'arrival': {'iataCode': 'IAD', 'at': '2022-07-01T21:13:00'}, 'carrierCode': 'UA', 'number': '2136', 'aircraft': {'code': '739'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT1H38M', 'id': '131', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'IAD', 'at': '2022-07-02T08:30:00'}, 'arrival': {'iataCode': 'MSP', 'terminal': '1', 'at': '2022-07-02T10:16:00'}, 'carrierCode': 'UA', 'number': '6119', 'aircraft': {'code': 'E7W'}, 'duration': 'PT2H46M', 'id': '132', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '222.36', 'base': '181.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '222.36'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['UA'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '222.36', 'base': '181.00'}, 'fareDetailsBySegment': [{'segmentId': '131', 'cabin': 'ECONOMY', 'fareBasis': 'GAA2PQDN', 'brandedFare': 'ECONOMY', 'class': 'G', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '132', 'cabin': 'ECONOMY', 'fareBasis': 'TAA2AFDN', 'brandedFare': 'ECONOMY', 'class': 'T', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}]}]"
